Gender,forearmcenterofgriplength,elbow_wrist_length,handbreadth,handcircumference,thumbbreadth_estimated,radialestylionlength,wristcircumference,forearmcircumferenceflexed,forearm_taper_diff
Male,363,656,93,220,26٫04,278,185,294,109
Male,363,657,89,216,24٫92,277,178,291,113
Male,363,657,94,226,26٫32,269,188,337,149
Male,363,659,89,209,24٫92,268,176,332,156
Male,363,660,90,221,25٫2,276,182,339,157
Male,363,661,94,223,26٫32,279,184,343,159
Male,363,662,89,223,24٫92,285,182,327,145
Male,363,662,96,230,26٫88,282,183,324,141
Male,363,663,91,215,25٫48,265,183,308,125
Male,363,663,92,217,25٫76,278,175,324,149
Male,363,663,94,227,26٫32,280,185,325,140
Male,363,664,90,215,25٫2,278,176,315,139
Male,363,665,94,227,26٫32,275,189,321,132
Male,363,666,90,214,25٫2,294,172,283,111
Male,363,666,94,221,26٫32,278,172,305,133
Male,363,667,91,216,25٫48,276,182,335,153
Male,363,668,94,226,26٫32,281,187,330,143
Male,363,671,84,206,23٫52,279,168,285,117
Male,363,672,92,218,25٫76,290,178,309,131
Male,363,679,94,223,26٫32,294,174,305,131
Male,364,618,89,210,24٫92,263,177,331,154
Male,364,622,87,213,24٫36,266,184,342,158
Male,364,628,93,222,26٫04,264,187,340,153
Male,364,631,90,221,25٫2,277,182,312,130
Male,364,634,84,200,23٫52,275,162,282,120
Male,364,634,92,217,25٫76,278,178,300,122
Male,364,634,92,218,25٫76,279,175,317,142
Male,364,636,86,206,24٫08,277,174,286,112
Male,364,636,93,226,26٫04,280,179,322,143
Male,364,637,88,208,24٫64,277,164,288,124
Male,364,638,89,215,24٫92,285,174,306,132
Male,364,638,91,218,25٫48,277,177,299,122
Male,364,638,93,220,26٫04,275,181,317,136
Male,364,639,87,210,24٫36,271,178,315,137
Male,364,639,94,226,26٫32,273,186,322,136
Male,364,639,94,230,26٫32,276,185,334,149
Male,364,642,87,210,24٫36,283,171,312,141
Male,364,642,92,219,25٫76,277,182,338,156
Male,364,646,82,196,22٫96,278,178,307,129
Male,364,646,92,220,25٫76,268,185,324,139
Male,364,648,83,207,23٫24,279,171,316,145
Male,364,648,84,203,23٫52,273,164,314,150
Male,364,648,90,223,25٫2,278,188,316,128
Male,364,648,92,217,25٫76,279,174,298,124
Male,364,651,90,215,25٫2,284,177,328,151
Male,364,653,88,215,24٫64,287,180,334,154
Male,364,653,89,214,24٫92,270,180,338,158
Male,364,654,84,207,23٫52,280,175,288,113
Male,364,654,93,217,26٫04,270,182,299,117
Male,364,655,86,208,24٫08,278,166,287,121
Male,364,655,86,210,24٫08,279,180,331,151
Male,364,657,89,216,24٫92,276,183,336,153
Male,364,657,89,216,24٫92,287,184,330,146
Male,364,657,92,220,25٫76,282,186,303,117
Male,364,658,85,201,23٫8,278,166,280,114
Male,364,659,88,217,24٫64,274,190,334,144
Male,364,659,89,216,24٫92,283,184,320,136
Male,364,660,89,212,24٫92,273,178,321,143
Male,364,660,90,217,25٫2,273,184,311,127
Male,364,661,94,221,26٫32,287,176,304,128
Male,364,662,85,202,23٫8,288,180,306,126
Male,364,662,88,220,24٫64,277,173,318,145
Male,364,662,91,220,25٫48,288,179,336,157
Male,364,663,89,215,24٫92,281,186,317,131
Male,364,663,93,222,26٫04,286,186,326,140
Male,364,663,93,225,26٫04,283,180,336,156
Male,364,664,91,223,25٫48,283,178,310,132
Male,364,667,95,227,26٫6,276,184,318,134
Male,364,668,91,220,25٫48,284,185,310,125
Male,364,669,90,212,25٫2,283,183,317,134
Male,364,671,93,223,26٫04,282,185,320,135
Male,364,675,90,215,25٫2,288,177,314,137
Male,364,681,90,209,25٫2,288,170,306,136
Male,365,606,92,222,25٫76,264,185,343,158
Male,365,615,95,229,26٫6,273,180,324,144
Male,365,634,85,210,23٫8,282,171,317,146
Male,365,634,88,209,24٫64,273,178,340,162
Male,365,635,88,223,24٫64,266,188,320,132
Male,365,637,90,210,25٫2,276,182,301,119
Male,365,638,90,216,25٫2,270,175,330,155
Male,365,639,85,211,23٫8,266,178,298,120
Male,365,641,89,223,24٫92,266,189,317,128
Male,365,642,89,216,24٫92,274,183,330,147
Male,365,643,93,220,26٫04,275,188,314,126
Male,365,644,88,213,24٫64,276,183,324,141
Male,365,644,90,220,25٫2,275,178,315,137
Male,365,646,85,218,23٫8,272,173,315,142
Male,365,646,93,220,26٫04,270,189,318,129
Male,365,647,86,204,24٫08,268,179,288,109
Male,365,647,90,210,25٫2,269,171,288,117
Male,365,648,88,210,24٫64,268,177,317,140
Male,365,649,83,202,23٫24,292,162,289,127
Male,365,652,85,207,23٫8,282,174,328,154
Male,365,652,95,228,26٫6,274,190,323,133
Male,365,654,83,198,23٫24,278,168,294,126
Male,365,657,88,213,24٫64,269,174,295,121
Male,365,657,88,217,24٫64,271,182,329,147
Male,365,658,91,215,25٫48,283,177,311,134
Male,365,659,85,212,23٫8,281,177,309,132
Male,365,660,88,218,24٫64,278,175,306,131
Male,365,661,90,213,25٫2,287,178,300,122
Male,365,662,87,210,24٫36,284,182,340,158
Male,365,662,88,216,24٫64,280,188,322,134
Male,365,662,93,217,26٫04,276,180,318,138
Male,365,663,88,216,24٫64,284,185,305,120
Male,365,663,89,220,24٫92,285,178,304,126
Male,365,663,93,227,26٫04,281,187,304,117
Male,365,664,88,210,24٫64,283,174,297,123
Male,365,664,89,215,24٫92,282,177,290,113
Male,365,667,91,221,25٫48,284,170,327,157
Male,365,667,93,220,26٫04,277,187,338,151
Male,365,668,84,211,23٫52,281,171,324,153
Male,365,669,87,206,24٫36,279,175,289,114
Male,365,670,91,221,25٫48,279,176,306,130
Male,365,673,94,223,26٫32,295,181,306,125
Male,365,674,94,219,26٫32,287,183,312,129
Male,365,677,86,208,24٫08,287,176,308,132
Male,365,678,87,199,24٫36,290,176,326,150
Male,365,678,90,220,25٫2,288,185,329,144
Male,365,679,88,211,24٫64,285,185,332,147
Male,365,681,84,207,23٫52,286,172,307,135
Male,365,684,92,222,25٫76,294,180,317,137
Male,366,631,88,211,24٫64,275,174,296,122
Male,366,632,87,205,24٫36,275,178,287,109
Male,366,635,92,223,25٫76,275,183,322,139
Male,366,638,88,217,24٫64,264,181,337,156
Male,366,639,86,205,24٫08,280,168,296,128
Male,366,639,95,226,26٫6,269,188,328,140
Male,366,640,84,210,23٫52,279,178,307,129
Male,366,641,90,217,25٫2,279,181,330,149
Male,366,642,81,204,22٫68,276,173,313,140
Male,366,643,94,229,26٫32,278,182,341,159
Male,366,646,85,207,23٫8,275,171,315,144
Male,366,648,88,219,24٫64,283,178,337,159
Male,366,648,91,215,25٫48,270,180,324,144
Male,366,649,85,204,23٫8,279,166,276,110
Male,366,650,90,217,25٫2,289,188,343,155
Male,366,650,91,225,25٫48,272,186,313,127
Male,366,651,91,221,25٫48,269,179,304,125
Male,366,651,94,228,26٫32,279,189,329,140
Male,366,652,82,206,22٫96,282,167,297,130
Male,366,652,91,217,25٫48,271,175,325,150
Male,366,652,95,230,26٫6,278,187,324,137
Male,366,654,90,218,25٫2,268,180,314,134
Male,366,655,95,223,26٫6,283,179,296,117
Male,366,656,88,212,24٫64,278,176,295,119
Male,366,657,85,206,23٫8,287,172,329,157
Male,366,657,88,210,24٫64,284,179,333,154
Male,366,658,88,210,24٫64,282,179,295,116
Male,366,660,90,212,25٫2,277,173,300,127
Male,366,661,86,207,24٫08,278,177,297,120
Male,366,661,93,217,26٫04,281,185,341,156
Male,366,662,88,213,24٫64,278,185,330,145
Male,366,662,89,208,24٫92,279,185,308,123
Male,366,663,89,209,24٫92,279,171,310,139
Male,366,666,90,220,25٫2,279,182,310,128
Male,366,668,89,213,24٫92,277,178,307,129
Male,366,670,88,221,24٫64,282,182,303,121
Male,366,670,90,214,25٫2,286,170,311,141
Male,366,671,91,220,25٫48,292,172,310,138
Male,366,674,90,221,25٫2,295,179,297,118
Male,366,674,93,220,26٫04,284,185,309,124
Male,366,677,91,220,25٫48,280,179,330,151
Male,366,684,89,210,24٫92,295,180,312,132
Male,367,633,91,214,25٫48,276,176,333,157
Male,367,635,88,217,24٫64,272,184,338,154
Male,367,640,92,225,25٫76,282,187,313,126
Male,367,641,91,226,25٫48,267,188,337,149
Male,367,642,96,228,26٫88,291,176,304,128
Male,367,644,93,220,26٫04,279,188,339,151
Male,367,649,90,215,25٫2,279,171,309,138
Male,367,649,94,223,26٫32,284,184,331,147
Male,367,650,86,207,24٫08,285,173,312,139
Male,367,651,84,208,23٫52,278,179,299,120
Male,367,652,89,212,24٫92,278,182,318,136
Male,367,655,90,215,25٫2,280,188,325,137
Male,367,656,94,222,26٫32,282,180,295,115
Male,367,657,90,227,25٫2,280,187,337,150
Male,367,658,90,216,25٫2,279,189,325,136
Male,367,659,88,208,24٫64,291,170,281,111
Male,367,660,88,217,24٫64,280,185,332,147
Male,367,660,93,221,26٫04,271,188,329,141
Male,367,664,88,207,24٫64,275,178,307,129
Male,367,665,89,214,24٫92,275,178,329,151
Male,367,666,84,211,23٫52,287,180,334,154
Male,367,666,88,212,24٫64,284,182,316,134
Male,367,666,91,222,25٫48,284,179,308,129
Male,367,667,96,224,26٫88,283,185,319,134
Male,367,668,87,207,24٫36,282,171,293,122
Male,367,669,87,207,24٫36,289,169,300,131
Male,367,669,88,212,24٫64,288,171,302,131
Male,367,670,95,226,26٫6,283,181,316,135
Male,367,673,90,216,25٫2,282,181,314,133
Male,367,673,91,213,25٫48,279,181,317,136
Male,367,674,88,211,24٫64,287,180,320,140
Male,367,675,86,205,24٫08,290,175,318,143
Male,367,675,93,221,26٫04,282,187,328,141
Male,367,677,92,219,25٫76,281,186,320,134
Male,367,680,85,208,23٫8,287,171,286,115
Male,367,682,87,208,24٫36,292,183,317,134
Male,368,625,87,203,24٫36,282,168,311,143
Male,368,626,90,220,25٫2,273,177,337,160
Male,368,629,91,213,25٫48,273,178,305,127
Male,368,631,92,218,25٫76,284,175,325,150
Male,368,636,88,208,24٫64,277,172,319,147
Male,368,639,92,221,25٫76,268,187,346,159
Male,368,640,89,218,24٫92,277,186,323,137
Male,368,643,90,213,25٫2,271,178,310,132
Male,368,643,90,222,25٫2,288,180,313,133
Male,368,646,90,217,25٫2,280,176,305,129
Male,368,648,94,222,26٫32,275,185,327,142
Male,368,649,90,224,25٫2,266,172,292,120
Male,368,650,93,225,26٫04,281,189,330,141
Male,368,652,85,200,23٫8,286,171,291,120
Male,368,652,92,222,25٫76,273,186,344,158
Male,368,653,94,224,26٫32,268,176,302,126
Male,368,654,89,215,24٫92,284,179,337,158
Male,368,654,90,216,25٫2,280,170,327,157
Male,368,654,92,217,25٫76,274,189,337,148
Male,368,655,88,206,24٫64,278,173,297,124
Male,368,657,85,206,23٫8,282,171,286,115
Male,368,659,86,212,24٫08,290,176,310,134
Male,368,660,85,206,23٫8,291,181,336,155
Male,368,660,93,220,26٫04,269,183,321,138
Male,368,661,88,217,24٫64,268,190,314,124
Male,368,661,91,220,25٫48,294,186,318,132
Male,368,661,92,223,25٫76,284,188,303,115
Male,368,662,89,217,24٫92,268,176,315,139
Male,368,663,94,222,26٫32,272,187,345,158
Male,368,664,90,221,25٫2,285,178,320,142
Male,368,666,88,205,24٫64,281,175,314,139
Male,368,668,89,213,24٫92,274,178,303,125
Male,368,669,83,201,23٫24,283,174,311,137
Male,368,670,89,217,24٫92,288,178,306,128
Male,368,672,92,224,25٫76,289,188,306,118
Male,368,674,88,221,24٫64,285,181,305,124
Male,368,674,93,223,26٫04,295,177,317,140
Male,368,674,94,224,26٫32,284,189,323,134
Male,368,675,90,216,25٫2,282,179,322,143
Male,368,675,93,218,26٫04,274,177,328,151
Male,368,678,84,207,23٫52,284,176,334,158
Male,368,682,90,220,25٫2,287,187,329,142
Male,368,682,92,225,25٫76,287,190,340,150
Male,368,684,91,216,25٫48,288,175,311,136
Male,369,635,86,211,24٫08,276,183,321,138
Male,369,648,86,208,24٫08,280,173,320,147
Male,369,648,92,222,25٫76,277,186,302,116
Male,369,648,93,227,26٫04,287,176,316,140
Male,369,649,93,225,26٫04,272,181,304,123
Male,369,650,90,213,25٫2,286,174,306,132
Male,369,651,88,222,24٫64,284,177,324,147
Male,369,653,83,203,23٫24,287,171,305,134
Male,369,655,92,222,25٫76,280,175,315,140
Male,369,655,95,223,26٫6,274,183,327,144
Male,369,656,93,224,26٫04,281,185,344,159
Male,369,662,86,206,24٫08,283,173,292,119
Male,369,662,93,215,26٫04,281,181,323,142
Male,369,662,94,223,26٫32,281,184,313,129
Male,369,665,89,214,24٫92,294,172,296,124
Male,369,666,85,207,23٫8,281,168,295,127
Male,369,666,95,230,26٫6,284,189,314,125
Male,369,670,94,220,26٫32,289,178,315,137
Male,369,676,94,223,26٫32,288,181,340,159
Male,369,677,94,222,26٫32,288,179,319,140
Male,369,678,92,226,25٫76,289,186,327,141
Male,369,678,93,223,26٫04,284,190,333,143
Male,370,626,90,222,25٫2,268,190,332,142
Male,370,626,90,222,25٫2,285,178,328,150
Male,370,636,88,215,24٫64,275,170,292,122
Male,370,640,87,203,24٫36,282,177,323,146
Male,370,645,90,221,25٫2,282,187,317,130
Male,370,646,93,225,26٫04,282,185,334,149
Male,370,650,94,221,26٫32,286,176,320,144
Male,370,652,91,218,25٫48,290,165,294,129
Male,370,653,91,224,25٫48,274,188,323,135
Male,370,655,87,209,24٫36,272,172,305,133
Male,370,655,93,217,26٫04,283,177,311,134
Male,370,656,84,202,23٫52,280,178,290,112
Male,370,656,88,213,24٫64,281,180,292,112
Male,370,661,87,217,24٫36,287,178,316,138
Male,370,661,93,226,26٫04,286,191,311,120
Male,370,661,93,227,26٫04,281,177,303,126
Male,370,662,92,225,25٫76,293,177,329,152
Male,370,663,89,206,24٫92,292,171,279,108
Male,370,663,92,220,25٫76,275,181,323,142
Male,370,664,93,228,26٫04,271,181,334,153
Male,370,671,86,203,24٫08,294,175,306,131
Male,370,671,96,229,26٫88,281,182,331,149
Male,370,672,87,212,24٫36,280,166,301,135
Male,370,676,93,221,26٫04,290,176,306,130
Male,370,677,88,214,24٫64,291,172,302,130
Male,370,682,87,219,24٫36,290,180,333,153
Male,370,683,90,210,25٫2,285,175,330,155
Male,371,625,87,208,24٫36,290,171,314,143
Male,371,636,91,220,25٫48,275,185,326,141
Male,371,639,87,214,24٫36,273,175,317,142
Male,371,641,91,220,25٫48,273,180,325,145
Male,371,642,94,223,26٫32,274,189,335,146
Male,371,644,85,207,23٫8,275,175,303,128
Male,371,650,87,207,24٫36,279,175,291,116
Male,371,651,93,225,26٫04,284,188,346,158
Male,371,652,92,222,25٫76,279,188,337,149
Male,371,655,92,230,25٫76,275,186,318,132
Male,371,661,88,213,24٫64,276,176,317,141
Male,371,662,87,205,24٫36,290,175,314,139
Male,371,666,93,218,26٫04,278,174,307,133
Male,371,668,90,216,25٫2,284,181,304,123
Male,371,669,90,216,25٫2,291,176,331,155
Male,371,670,96,224,26٫88,286,181,320,139
Male,371,674,90,215,25٫2,287,184,309,125
Male,371,678,94,223,26٫32,281,187,337,150
Male,371,679,92,222,25٫76,295,175,316,141
Male,371,681,94,225,26٫32,283,183,342,159
Male,371,682,90,218,25٫2,283,185,311,126
Male,371,683,86,205,24٫08,288,173,281,108
Male,371,685,95,223,26٫6,290,181,330,149
Male,372,632,88,218,24٫64,265,174,303,129
Male,372,636,89,215,24٫92,281,174,311,137
Male,372,647,95,224,26٫6,266,184,323,139
Male,372,653,86,216,24٫08,273,181,310,129
Male,372,658,95,224,26٫6,292,184,318,134
Male,372,660,86,206,24٫08,286,173,288,115
Male,372,661,88,213,24٫64,285,184,297,113
Male,372,661,91,217,25٫48,291,190,338,148
Male,372,664,87,206,24٫36,292,165,292,127
Male,372,664,96,218,26٫88,291,185,323,138
Male,372,665,88,215,24٫64,284,187,322,135
Male,372,669,90,214,25٫2,288,183,309,126
Male,372,673,88,213,24٫64,289,175,303,128
Male,372,674,90,211,25٫2,282,179,296,117
Male,372,678,94,230,26٫32,289,188,310,122
Male,372,679,92,218,25٫76,289,189,337,148
Male,372,682,93,214,26٫04,289,179,293,114
Male,372,685,94,221,26٫32,290,182,291,109
Male,373,633,88,212,24٫64,277,179,341,162
Male,373,636,86,204,24٫08,279,175,299,124
Male,373,648,92,223,25٫76,287,184,318,134
Male,373,653,89,224,24٫92,282,186,342,156
Male,373,654,88,212,24٫64,279,189,332,143
Male,373,659,91,216,25٫48,288,168,295,127
Male,373,664,89,216,24٫92,282,185,296,111
Male,373,666,89,212,24٫92,282,181,296,115
Male,373,666,92,216,25٫76,285,177,297,120
Male,373,667,89,213,24٫92,281,179,307,128
Male,373,667,94,227,26٫32,283,189,345,156
Male,373,670,83,197,23٫24,283,168,301,133
Male,373,670,93,222,26٫04,275,187,324,137
Male,373,679,89,210,24٫92,289,171,302,131
Male,373,679,94,222,26٫32,289,180,303,123
Male,374,648,88,216,24٫64,285,173,318,145
Male,374,648,90,220,25٫2,286,185,330,145
Male,374,651,89,222,24٫92,268,182,330,148
Male,374,653,95,225,26٫6,293,174,308,134
Male,374,654,91,217,25٫48,287,175,318,143
Male,374,658,91,215,25٫48,282,184,306,122
Male,374,659,88,215,24٫64,295,176,320,144
Male,374,659,90,220,25٫2,279,175,318,143
Male,374,662,91,218,25٫48,281,178,309,131
Male,374,662,91,221,25٫48,290,176,323,147
Male,374,663,89,212,24٫92,287,167,313,146
Male,374,664,86,214,24٫08,284,174,327,153
Male,374,664,94,228,26٫32,282,185,318,133
Male,374,666,84,204,23٫52,292,178,317,139
Male,374,666,85,202,23٫8,295,174,292,118
Male,374,666,94,222,26٫32,290,181,311,130
Male,374,669,91,218,25٫48,290,174,311,137
Male,374,672,89,213,24٫92,286,181,328,147
Male,374,679,89,213,24٫92,288,176,290,114
Male,374,682,90,212,25٫2,294,168,302,134
Male,374,682,93,221,26٫04,290,185,330,145
Male,374,684,92,219,25٫76,285,176,286,110
Male,375,653,84,207,23٫52,292,167,297,130
Male,375,656,84,204,23٫52,277,168,292,124
Male,375,656,93,222,26٫04,292,182,320,138
Male,375,658,88,214,24٫64,282,185,319,134
Male,375,666,92,222,25٫76,284,190,311,121
Male,375,669,90,220,25٫2,291,181,311,130
Male,375,676,91,218,25٫48,291,175,302,127
Male,375,676,93,219,26٫04,286,180,305,125
Male,375,677,94,223,26٫32,288,185,321,136
Male,375,679,91,211,25٫48,282,182,305,123
Male,375,682,87,207,24٫36,284,171,288,117
Male,376,636,93,223,26٫04,276,183,324,141
Male,376,642,90,216,25٫2,277,175,306,131
Male,376,654,92,217,25٫76,272,181,312,131
Male,376,656,88,220,24٫64,274,187,338,151
Male,376,661,91,220,25٫48,289,185,345,160
Male,376,663,84,198,23٫52,278,170,281,111
Male,376,663,92,222,25٫76,282,188,329,141
Male,376,670,92,223,25٫76,287,185,315,130
Male,376,672,94,221,26٫32,272,182,303,121
Male,376,672,96,228,26٫88,292,185,318,133
Male,376,674,91,213,25٫48,292,180,320,140
Male,376,676,91,220,25٫48,289,189,328,139
Male,376,678,93,222,26٫04,290,181,330,149
Male,376,680,87,210,24٫36,289,172,334,162
Male,376,680,91,223,25٫48,284,190,347,157
Male,376,681,94,222,26٫32,295,187,320,133
Male,377,651,91,214,25٫48,285,179,309,130
Male,377,652,89,215,24٫92,294,191,310,119
Male,377,656,90,220,25٫2,292,170,320,150
Male,377,657,88,217,24٫64,283,178,327,149
Male,377,657,96,226,26٫88,277,184,339,155
Male,377,660,90,214,25٫2,283,185,321,136
Male,377,661,94,227,26٫32,282,191,328,137
Male,377,664,94,225,26٫32,284,183,312,129
Male,377,671,88,214,24٫64,288,184,312,128
Male,377,676,93,220,26٫04,277,172,320,148
Male,377,681,95,223,26٫6,295,182,317,135
Male,377,682,88,210,24٫64,290,186,317,131
Male,378,640,88,210,24٫64,284,173,306,133
Male,378,657,86,217,24٫08,288,167,293,126
Male,378,667,92,224,25٫76,290,179,313,134
Male,378,669,85,206,23٫8,289,173,311,138
Male,378,669,89,216,24٫92,290,184,313,129
Male,378,670,91,219,25٫48,287,180,315,135
Male,378,678,83,204,23٫24,288,170,317,147
Male,378,681,83,202,23٫24,292,171,300,129
Male,379,651,87,206,24٫36,279,179,308,129
Male,379,655,85,202,23٫8,289,177,333,156
Male,379,655,86,204,24٫08,290,176,294,118
Male,379,666,92,220,25٫76,289,189,325,136
Male,379,681,91,217,25٫48,295,178,338,160
